Muni Code,Entity Name,County,Class Description,Fiscal Year End Date,Months in Fiscal Period,Enrollment,Full Value,Debt Outstanding,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation Fees,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,,Transfers
290527000000,Lockport City School District,Niagara,City Public School,06/30/2018,12,4470,1585026350,48495000,30754347,0,6996971,402807,0,118698,0,0,0,0,0,0,0,0,0,0,203136,0,0,0,0,0,0,0,0,0,4686,0,0,0,50505,0,0,0,0,0,0,0,0,80569,78566,139915,0,0,39756,0,0,65139,0,1897034,40832129,0,53923805,0,0,0,0,0,0,0,0,0,0,0,0,0,3432939,0,0,0,2503439,0,0,0,0,0,0,100692312,19143996,0,0,3963597,0,123799905,13604543,1302155,0,90,0,0,50519871,5202842,3196406,5437646,678117,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875967,0,3343653,0,3052947,10719894,0,0,235019,705,0,865402,3825000,1643054,104507311,3963597
280663400300,Locust Valley Central School District,Nassau,Independent Superintendent,06/30/2018,12,2066,4758765000,7881476,75226392,0,3082958,812649,0,0,0,0,0,0,0,0,0,0,0,0,81567,0,0,0,0,0,0,0,0,0,63785,0,0,0,0,0,0,0,0,0,0,0,0,26956,11414,703760,0,0,32820,0,0,2425,0,454225,80498951,0,4586380,0,0,0,0,0,0,0,0,0,0,0,0,0,680725,0,0,0,215516,0,0,0,0,0,0,85981572,0,0,4277516,2577668,0,92836756,12322220,2429168,0,295488,0,0,42156068,3383222,2352198,4830733,1611079,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67768,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250185,0,3213201,0,3125175,8168981,0,35309,376699,21909,0,362518,2524214,192766,88737501,2577668
280528000000,Long Beach City School District,Nassau,City Public School,06/30/2018,12,3620,6082997513,60493349,92394074,0,6738105,4751803,0,8743,0,0,0,1624994,0,0,0,0,0,0,5353384,0,0,0,0,0,0,0,0,0,18487,0,0,0,149613,900,0,25077,0,0,0,0,9690,3690727,30585,484088,0,17404,121754,0,0,39466,0,311062,115769956,0,25133668,0,0,0,0,0,0,0,0,0,0,0,0,0,7516674,0,0,0,680489,399008,0,0,0,0,0,149499795,28455000,0,0,2818400,0,180773195,12561571,3044962,0,-116040,0,2921,64040196,3613748,5118672,7018915,1613473,0,49425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43255,0,0,0,0,0,0,0,0,0,0,0,0,57474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002954,0,5330532,0,5106377,18118054,-4705,0,1003905,17729,0,623415,6236529,2323402,137806764,2818400
200748300100,Long Lake Central School District,Hamilton,Central,06/30/2018,12,61,609889124,0,2751857,0,37085,3339,0,3884,0,0,0,0,0,0,0,0,0,0,8258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,22913,0,0,0,0,0,21319,0,8578,2857680,0,724132,0,0,0,0,0,0,0,0,0,0,0,0,0,30781,0,0,0,4729,0,0,0,0,0,0,3617322,0,0,0,192518,0,3809840,335284,299324,0,0,0,0,1200763,227691,137652,211497,48710,0,21011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53238,0,123651,0,119790,879181,4007,0,12231,10996,0,0,0,0,3685026,192518
470609601200,Longwood Central School District,Suffolk,Independent Superintendent,06/30/2018,12,9145,5738380444,53321632,117704768,0,20159998,1315591,0,4004,0,0,0,0,0,0,0,0,0,0,821252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485261,40541,1228646,0,900,15861,0,0,55026,0,2188618,144020466,0,97662999,0,0,0,0,0,0,0,0,0,0,0,0,0,4320737,0,0,0,3638425,0,0,0,0,0,0,249642627,0,0,0,9181964,0,258824591,18706147,2777465,0,40547,0,0,125907369,6676044,6826735,13997189,1847128,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4028953,0,9039492,0,8623850,29242460,299364,393114,1586698,25009,0,1791935,12524347,2408936,246935083,9181964
230748600100,Lowville Academy and Central School District,Lewis,Central,06/30/2018,12,1296,561808078,22285000,3404510,0,520357,3605650,0,8664,0,0,0,0,0,0,0,0,0,0,184403,0,0,0,0,0,0,0,0,0,4089,0,0,0,6507,0,0,397,0,0,0,0,0,1714586,16858,308113,0,0,1169,0,0,19415,0,220431,10015149,0,19079818,0,0,0,0,0,15000,0,0,0,0,0,0,0,822277,0,0,0,83021,0,0,0,0,0,0,30015265,8585000,1213894,0,3580452,0,43394611,2764172,772974,0,0,0,0,12364422,1411609,537431,1184724,466139,0,169259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420987,0,912878,0,903187,3420167,0,0,111128,366,0,136018,3283894,1392226,30298577,3580452
220748900100,Lyme Central School District,Jefferson,Central,06/30/2018,12,332,402227095,3825000,3678665,0,296659,0,0,6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5860,0,0,0,0,0,0,0,0,0,0,0,0,13514,0,62793,0,0,0,0,0,0,0,155331,4219108,0,3506398,0,0,0,0,0,0,0,0,0,0,0,0,0,947644,0,0,0,125817,0,0,0,0,0,0,8798967,0,0,0,0,0,8798967,599974,332082,0,4683,0,0,3854351,220592,245035,394650,138413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96561,0,214034,0,219571,1118226,0,0,40862,5308,0,17534,495000,128174,8125050,0
280638602000,Lynbrook Union Free School District,Nassau,Independent Superintendent,06/30/2018,12,2791,2619666538,226685,58946469,0,6893476,4328840,0,5432,0,0,0,0,0,0,0,0,0,0,161424,0,0,0,0,0,0,0,0,0,132214,0,0,0,162627,0,0,0,0,0,0,0,21347,242391,45786,156892,0,11956,68237,0,0,43148,0,247388,71467627,0,10476155,0,0,0,0,0,0,0,0,0,0,0,0,0,768830,0,0,0,108533,0,0,0,0,0,0,82821145,0,0,0,2258496,0,85079641,9634443,1402652,0,8197,0,0,41563484,3313388,3360903,2612940,1230422,0,16494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972990,0,3662507,0,3291127,9029730,0,0,404148,16801,0,186055,276121,9664,81137851,2258496
310973900400,Lyncourt Union Free School District,Onondaga,Union Free,06/30/2018,12,380,172217596,4625000,4221301,0,1224772,567504,0,0,0,0,11768,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12919,22520,43052,0,0,0,0,0,1010,0,207391,6312247,0,3853788,0,0,0,0,0,0,0,0,0,0,0,0,0,325389,0,0,0,191940,0,0,0,0,0,0,10683364,1125000,66931,0,177447,0,12052742,2611669,451224,0,8191,0,0,5159535,432374,167661,521843,47766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66096,0,311920,0,278687,1353200,0,0,63270,0,0,81709,526931,176952,12285401,157447
340792900100,Lyndonville Central School District,Orleans,Central,06/30/2018,12,579,266851100,4600000,3524886,0,741566,2505,0,11215,0,0,0,0,0,0,0,0,0,0,79874,0,0,0,0,0,0,0,0,0,15685,0,0,0,0,0,0,0,0,0,0,0,0,21655,8950,81179,0,0,87000,0,0,20242,0,176148,4770905,0,9338775,0,0,0,0,0,0,0,0,0,0,0,0,0,373429,0,0,0,226786,0,0,0,0,0,0,14709895,0,0,0,10058,0,14719953,1757053,577709,0,0,0,0,6485482,776951,377367,863644,216999,0,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148071,0,472215,0,445486,1577792,330,0,31643,3665,0,80602,1320000,130188,15277086,10058
540749100100,Lyons Central School District,Wayne,Central,06/30/2018,12,869,241190831,16400095,3778640,0,1127521,152462,0,13107,0,0,364735,0,0,0,0,0,0,0,11063,0,0,0,0,0,0,0,0,0,114356,0,0,0,0,97676,0,0,0,0,0,0,0,168377,16186,66038,0,0,19343,0,0,4165,0,747084,6680753,0,15564748,0,0,0,0,0,0,0,0,0,0,0,0,0,3758140,0,0,0,671413,0,0,0,0,0,0,26675054,0,0,0,355868,0,27030922,4893206,608622,0,142211,0,0,13444219,1265646,1567039,1480722,307144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304380,0,635215,0,604096,2860600,0,0,149955,0,0,271506,1050000,416879,30186024,355868
250749700100,Madison Central School District,Madison,Central,06/30/2018,12,438,169954567,9939745,2665166,0,553617,85791,0,7976,0,0,0,0,0,0,0,0,0,0,129409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72395,0,84304,0,0,338,0,0,7852,0,194885,3801733,0,6444581,0,0,0,0,0,0,0,0,0,0,0,0,0,360494,0,0,0,151398,0,0,0,0,0,0,10758206,0,109410,0,353181,0,11220797,5538212,375954,0,7946,0,0,4743076,341073,185219,458945,110717,0,4986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86750,0,282978,0,274585,1812149,0,1000,22793,0,0,118982,905815,245039,15516219,353181
400749800100,Madrid-Waddington Central School District,St. Lawrence,Central,06/30/2018,12,653,242581338,6535020,3366910,0,823062,0,0,10921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3796,0,153875,0,0,2934,0,0,283361,0,262363,4907222,0,9839613,0,0,0,0,0,0,0,0,0,0,0,0,0,418171,0,0,0,255781,0,0,0,0,0,0,15420787,0,0,0,835208,0,16255995,2053742,386935,0,0,0,0,6680747,545058,269431,813784,210872,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93748,0,407335,0,414556,2913361,0,0,35939,276,0,186614,810010,233646,16083649,835208
370612900100,Mahopac Central School District,Putnam,Independent Superintendent,06/30/2018,12,4136,3642764680,11254959,75263533,0,8713000,0,0,57518,0,0,0,0,0,0,0,0,0,0,201836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85490,231227,727800,0,0,5133,0,0,15218,0,1203591,86504346,0,33922470,0,0,0,0,0,0,0,0,0,0,0,0,0,1312515,0,0,0,582111,0,0,0,0,0,0,122321442,0,495030,0,322336,0,123138808,9148238,2321500,0,205499,0,23030,62925440,4402211,3891313,6015570,1506526,0,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894622,0,5076371,0,4892542,13735031,26967,19951,861048,12416,996790,185268,4408329,487594,123039807,322336
030649900100,Maine-Endwell Central School District,Broome,Independent Superintendent,06/30/2018,12,2447,817911692,47723419,19074450,0,4332485,129330,0,40032,0,0,0,0,0,0,0,0,0,0,125975,0,0,0,0,0,0,0,0,0,16001,0,0,0,0,0,0,0,0,0,0,0,0,196704,138509,372780,0,0,89538,0,0,8054,0,1156613,25680471,0,26227464,0,0,0,0,0,0,0,0,0,0,0,0,0,1023003,25358,0,0,880019,0,0,0,0,0,0,53836315,0,814520,0,328753,0,54979588,8142751,1262912,0,11463,0,0,22820693,2887087,1132785,2220931,866745,0,8275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508436,0,1414176,0,1468471,10467712,0,0,222385,8068,0,419547,5670675,1686447,61219559,328753
160650000100,Malone Central School District,Franklin,Independent Superintendent,06/30/2018,12,2209,782077411,31062934,11143521,0,2302999,97748,0,75876,0,0,0,0,0,0,0,0,0,0,166397,0,0,0,0,0,0,0,0,0,31,0,0,0,0,17027,0,0,0,0,0,0,99843,13034,92918,225349,0,0,2277665,0,0,21831,0,399705,16933944,0,37804295,0,0,0,0,0,0,0,0,0,0,0,0,0,1907852,19922,0,0,955158,0,0,0,0,0,0,57621171,600917,0,0,711035,0,58933123,3861939,883378,0,470,0,0,24029961,2841128,1464120,2255498,822778,0,6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52946,0,0,0,0,0,8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566903,0,1534513,0,1561510,7549785,0,20021,208955,525,0,506241,5174869,1677701,55028006,711035
280638601200,Malverne Union Free School District,Nassau,Independent Superintendent,06/30/2018,12,1711,1644790000,35311708,36147037,0,5801852,606988,0,3324,0,0,0,0,0,0,0,0,0,0,143359,0,0,0,0,0,0,0,0,0,0,0,0,0,174243,0,0,0,0,0,0,0,0,23045,7945,203709,0,0,6198,0,0,9855,0,530868,43658423,0,11368926,0,0,0,0,0,0,0,0,0,0,0,0,0,824505,0,0,0,371770,0,0,0,0,0,0,56223624,19767000,0,0,2400976,0,78391600,10066059,1556462,0,0,0,0,30207668,2803522,2547440,2885344,883585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626453,0,2169175,0,2004090,4936865,23051,18196,265025,9953,0,387326,1021139,382286,62793639,2400976
550650300100,Mamaroneck Union Free School District,Westchester,Independent Superintendent,06/30/2018,12,5591,9069905458,40369460,114554723,0,5933422,43061,0,0,0,0,1580092,0,0,0,0,0,0,0,385773,0,0,0,0,0,0,0,0,0,0,0,0,0,928640,43421,0,0,0,0,0,0,0,787552,721402,682892,0,0,532401,0,0,420739,0,966276,127580394,0,8417269,0,0,0,0,0,0,0,0,0,0,0,0,0,1869182,0,0,0,614250,0,0,0,0,0,0,138481095,9340000,0,0,7697997,0,155519092,14962531,2877504,0,0,0,2088438,67533283,3546835,5402553,3976417,1651268,0,512664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659075,0,5668828,0,5338736,17734708,5860,87087,846978,78026,968775,437491,6577668,1339524,143294249,7697997
320750400100,Manchester-Shortsville Central School District,Ontario,Central,06/30/2018,12,767,277194592,5500000,5749343,0,1570262,20031,0,18746,0,0,0,0,0,0,0,0,0,0,371948,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,4743,0,0,0,0,0,0,0,7002,125365,169419,0,0,0,0,0,68499,0,354431,8462239,0,8878709,0,0,0,0,0,0,0,0,0,0,0,0,0,436074,0,0,0,354488,0,0,0,0,0,0,18131510,0,0,0,427564,0,18559074,1404952,538686,0,0,0,0,9176773,1317265,388642,1144458,241912,0,24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201032,0,560761,0,556898,1902117,0,1680,128818,8782,0,67606,805000,200913,18670545,427564
280659700600,Manhasset Union Free School District,Nassau,Independent Superintendent,06/30/2018,12,3255,6993186000,34852383,81796760,0,2125412,1726978,0,4377,0,0,0,0,0,0,0,0,0,0,496931,0,0,0,0,0,0,0,0,0,0,0,0,0,741846,0,0,0,0,0,0,0,4414,100221,39067,1281563,0,0,73562,0,0,124029,0,1513322,90028482,0,5723808,0,0,0,0,0,0,0,0,0,0,0,0,0,850524,0,0,0,134473,0,0,0,0,0,0,96737287,0,0,0,4217689,0,100954976,11966847,2008983,0,0,0,0,46583870,5808546,3938755,4944688,2109318,0,24556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057595,0,4098474,0,3611864,12006529,0,38148,428539,5200,352899,47461,2671379,1296822,103000473,4217689
110750800100,Marathon Central School District,Cortland,Central,06/30/2018,12,677,271346022,10400000,3274100,0,614300,17029,0,7945,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,4795,3054,68123,0,0,2793,0,0,15892,0,478714,4490284,0,12231933,0,0,0,0,0,0,0,0,0,0,0,0,0,406419,0,0,0,331790,0,0,0,0,0,0,17460426,0,0,0,1380339,0,18840765,1638523,388678,0,0,0,0,8159094,901252,319104,1148708,253220,0,6170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,155136,0,585703,0,575060,2867967,0,0,78089,12032,0,15793,770000,619036,18496565,1380339
310651000100,Marcellus Central School District,Onondaga,Independent Superintendent,06/30/2018,12,1582,776449524,33056799,15794885,0,2782899,0,0,22502,0,0,41449,0,0,0,0,0,0,0,49246,0,0,0,0,0,0,0,0,0,10757,0,0,0,0,0,0,0,0,0,0,0,500,168776,4192,402225,0,0,206,0,0,69495,0,374145,19721277,0,14261534,0,0,0,0,0,0,0,0,0,0,0,0,0,643296,0,0,0,166937,0,0,0,0,0,0,34793044,0,383001,0,395233,0,35571278,9888443,786170,0,661,0,0,16425886,1608184,941629,1934019,865982,0,45500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477584,0,1300820,0,1295510,3799991,0,56005,310281,3553,0,309668,2508001,839070,43396957,395233
120753000100,Margaretville Central School District,Delaware,Central,06/30/2018,12,349,843585924,7314591,7178248,0,333747,11702,0,34754,0,0,0,0,0,0,0,0,0,0,27624,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,19059,0,0,0,0,0,0,0,4346,0,72077,0,0,4097,0,0,14210,0,166243,7869107,0,3739387,0,0,0,0,0,0,0,0,0,0,0,0,0,392952,0,0,0,12334,0,0,0,0,0,0,12013780,160000,0,0,141500,0,12315280,1445834,433409,0,0,0,0,4546705,381084,280124,622596,150546,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158280,0,286619,0,319652,1795300,0,0,43878,10377,0,13849,1327277,244698,12067448,141500
540751300100,Marion Central School District,Wayne,Central,06/30/2018,12,696,276350783,5965000,4927800,0,1431161,103316,0,10223,0,0,290220,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,325,0,0,0,0,59013,0,0,0,0,0,0,2500,6657,84319,121159,0,0,1909,0,0,35236,0,506680,7581266,0,12540454,0,0,0,0,0,0,0,0,0,0,0,0,0,313867,0,0,0,311241,0,0,0,0,0,0,20746828,0,0,0,805699,0,21552527,1617565,727828,0,0,0,0,8375391,1151566,509191,1082209,255045,0,28774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,256023,0,527446,0,545953,2779669,0,42951,96774,0,0,79881,1105000,203986,19386611,805699
510651400100,Marlboro Central School District,Ulster,Independent Superintendent,06/30/2018,12,1872,1251864971,40974258,30117191,0,2601942,1124871,0,73550,0,0,0,0,0,0,0,0,0,0,20465,0,0,0,0,0,0,0,0,0,44213,0,0,0,59841,0,0,0,0,0,0,0,0,286667,108180,313339,0,0,28645,0,0,29246,0,591449,35399599,0,15710355,0,0,0,0,0,0,0,0,0,0,0,0,0,835638,0,0,0,68656,0,0,0,0,0,0,52014248,0,0,0,260723,0,52274971,3888317,1053092,0,5000,0,0,24282773,1096454,1636257,3518038,519749,0,14025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339,0,0,0,0,0,0,0,0,0,0,0,626227,0,1867441,0,1780921,6916150,0,0,270559,10000,389520,0,4005000,1582306,53466168,260605
280663402300,Massapequa Union Free School District,Nassau,Independent Superintendent,06/30/2018,12,6891,7277427500,47963962,143748307,0,18347771,3206871,0,0,0,0,0,0,0,0,0,0,0,0,1012499,0,0,0,0,0,70200,0,0,0,0,0,0,0,232713,0,0,0,0,0,0,0,0,649738,848080,1517976,0,0,30120,0,0,105643,0,1009520,170779438,0,31257255,0,0,0,0,0,19128,0,0,0,0,0,0,0,1865968,0,0,0,486547,0,0,0,0,0,0,204408336,0,0,0,10258838,0,214667174,31620868,3117668,0,7420,0,0,107999278,9099267,6605871,10257161,1749574,0,76600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489024,0,0,4279510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939075,0,9522685,0,8369671,23074924,0,23053,569020,36273,0,1379431,4800076,1452899,226469348,10458839
400651900100,Massena Central School District,St. Lawrence,Independent Superintendent,06/30/2018,12,2535,779968630,15173918,11451816,0,2947932,276640,0,37765,0,0,0,0,0,0,0,0,0,0,74784,0,0,0,0,0,0,0,0,0,7364,0,0,0,0,0,0,0,0,0,0,0,1360443,326555,37406,221058,0,0,22781,0,0,68746,0,1886257,18719547,0,33895822,0,0,0,0,0,0,0,0,0,0,0,0,0,1904070,0,0,0,1066450,0,0,0,0,0,0,55585889,0,0,0,149342,0,55735231,4486756,715474,0,0,0,0,24199978,2371040,1282840,2249124,405948,0,61809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714794,0,1428308,0,1484558,10829545,1404,5713,296391,3870,0,528047,2088896,390727,53545222,149342
