CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,FISCAL_YEAR_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
1998,250240000000,City of Oneida,City,Madison,12/31,A3820,"St Aid, Youth Programs",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - CULTURE AND RECREATION,,7272,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A391,"Due From Other Funds",BALANCE SHEET,CURRENT ASSETS,,,,39504,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A3960,"St Aid Emergency Disaster Assistance",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - PUBLIC SAFETY,,26276,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A40681,"Insect Control, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,ENVIRONMENTAL SERVICES,Personal Services,18330,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A40684,"Insect Control, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,ENVIRONMENTAL SERVICES,Contractual,4126,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A410,"Due From State And Federal Government",BALANCE SHEET,CURRENT ASSETS,,,,253859,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A4389,"Fed Aid  Other Public Safety",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - PUBLIC SAFETY,,25000,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A440,"Due From Other Governments",BALANCE SHEET,CURRENT ASSETS,,,,32852,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A4960,"Fed Aid, Emergency Disaster Assistance",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - PUBLIC SAFETY,,163974,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A50101,"Street Admin, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Personal Services,108297,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A50102,"Street Admin, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,2210,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A50104,"Street Admin, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,3901,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A5031,"Interfund Transfers",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,95000,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51101,"Maint of Streets, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Personal Services,218805,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51102,"Maint of Streets, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,2573,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51104,"Maint of Streets, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,78621,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51201,"Maint of Bridges, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Personal Services,40269,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51202,"Maint of Bridges, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,708,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51204,"Maint of Bridges, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,36132,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51321,"Garage, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Personal Services,85634,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51322,"Garage, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,8502,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51324,"Garage, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,38294,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51421,"Snow Removal, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Personal Services,43864,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51424,"Snow Removal, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,47907,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A51824,"Street Lighting, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,TRANSPORTATION ANCILLARY,Contractual,169052,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,109980,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A601,"Accrued Liabilities",BALANCE SHEET,LIABILITIES,,,,41735,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A620,"Tax Anticipation Notes Payable",BALANCE SHEET,LIABILITIES,,,,135795,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A629,"Bond Interest And Matured Bonds Payable",BALANCE SHEET,LIABILITIES,,,,13893,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A631,"Due To Other Governments",BALANCE SHEET,LIABILITIES,,,,19957,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A661,"Due To City School Districts",BALANCE SHEET,LIABILITIES,,,,139387,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A663,"Due To County For Tax Levy",BALANCE SHEET,LIABILITIES,,,,80608,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A691,"Deferred Inflow of Resources",BALANCE SHEET,DEFERRED INFLOWS,,,,146404,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A694,"Deferred Taxes",BALANCE SHEET,DEFERRED INFLOWS,,,,638312,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A69894,"Other Eco & Dev, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,MISCELLANEOUS ECONOMIC DEVELOPMENT,Contractual,14810,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A71401,"Playgr & Rec Centers, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,RECREATION SERVICES,Personal Services,251435,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A71404,"Playgr & Rec Centers, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,RECREATION SERVICES,Contractual,89147,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A71804,"Special Rec Facility, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,RECREATION SERVICES,Contractual,29157,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A74104,"Library, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,LIBRARY,Contractual,126567,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A75101,"Historian, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,CULTURAL SERVICES,Personal Services,500,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A75204,"Historical Property, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,CULTURAL SERVICES,Contractual,10000,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A75604,"Other Performing Arts, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,CULTURAL SERVICES,Contractual,2500,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A8015,"Prior Period Adj -Decrease In Fund Balance",CHANGE IN EQUITY,DECREASE IN EQUITY,,,,98000,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A80201,"Planning, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ZONING AND PLANNING,Personal Services,44933,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A80202,"Planning, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ZONING AND PLANNING,Equipment and Capital Outlay,6445,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A80204,"Planning, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ZONING AND PLANNING,Contractual,15255,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A8021,"Fund Balance - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,2166724,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A8022,"Restated Fund Balance - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,2068724,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A8029,"Fund Balance - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,2798479,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A81401,"Storm Sewers, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,STORM SEWER,Personal Services,3879,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A81402,"Storm Sewers, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,STORM SEWER,Equipment and Capital Outlay,708,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A81404,"Storm Sewers, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,STORM SEWER,Contractual,8390,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A81601,"Refuse & Garbage, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,REFUSE AND GARBAGE,Personal Services,46743,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A81604,"Refuse & Garbage, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,REFUSE AND GARBAGE,Contractual,780,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A81701,"Street Cleaning, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,TRANSPORTATION ANCILLARY,Personal Services,788,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A821,"Reserve For Encumbrances",BALANCE SHEET,EQUITY - RESERVED,,,,24648,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A85601,"Shade Tree, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,NATURAL RESOURCES,Personal Services,24574,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A85604,"Shade Tree, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,NATURAL RESOURCES,Contractual,10455,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A87601,"Emergency Disaster Work, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,DISASTER RESPONSE,Personal Services,35941,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A87604,"Emergency Disaster Work, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,DISASTER RESPONSE,Contractual,68007,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A90158,"Police & Firemen Retirement, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,RETIREMENT - POLICE & FIRE,Employee Benefits,1821,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A90308,"Social Security, Employer Cont",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,SOCIAL SECURITY,Employee Benefits,256422,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A90408,"Worker's Compensation, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,WORKER'S COMPENSATION,Employee Benefits,19818,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A90508,"Unemployment Insurance, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNEMPLOYMENT INSURANCE,Employee Benefits,4217,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A90608,"Hospital & Medical (dental) Ins, Empl Bnft",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,MEDICAL INSURANCE,Employee Benefits,683344,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A910,"Unreserved Fund Balance Appropriated",BALANCE SHEET,EQUITY - UNRESERVED,,,,637660,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A911,"Unreserved Fund Balance Unappropriated",BALANCE SHEET,EQUITY - UNRESERVED,,,,2136171,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A97306,"Debt Principal, Bond Anticipation Notes",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,DEBT PRINCIPAL,Debt Principal,212350,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A97307,"Debt Interest, Bond Anticipation Notes",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,INTEREST ON DEBT,Debt Interest,73953,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A97607,"Debt Interest, Tax Anticipation Notes",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,INTEREST ON DEBT,Debt Interest,5348,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A99019,"Transfers, Other Funds",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,1148109,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,A99509,"Transfers, Capital Projects Fund",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,312824,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,14143,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD201,"Cash In Time Deposits",BALANCE SHEET,CURRENT ASSETS,,,,116970,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD2170,"Community Development Income",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,ECONOMIC DEVELOPMENT FEES,,71745,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,14671,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD2770,"Unclassified (specify)",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,8661,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD380,"Accounts Receivable",BALANCE SHEET,CURRENT ASSETS,,,,1556,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD390,"Rehabilitation Loan Receivable",BALANCE SHEET,CURRENT ASSETS,,,,585274,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD410,"Due From State And Federal Government",BALANCE SHEET,CURRENT ASSETS,,,,15188,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD4910,"Fed Aid, Community Development Act",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - ECONOMIC DEVELOPMENT,,412049,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,17602,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD601,"Accrued Liabilities",BALANCE SHEET,LIABILITIES,,,,342,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD630,"Due To Other Funds",BALANCE SHEET,LIABILITIES,,,,7188,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD631,"Due To Other Governments",BALANCE SHEET,LIABILITIES,,,,6104,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD691,"Deferred Inflow of Resources",BALANCE SHEET,DEFERRED INFLOWS,,,,575078,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD8021,"Fund Balance - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,105846,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD8022,"Restated Fund Balance - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,105846,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD8029,"Fund Balance - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,126817,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD86684,"Rehab Loans & Grant, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,DEVELOPMENT INFRASTRUCTURE,Contractual,315955,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD86861,"Administration, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT ADMINISTRATION,Personal Services,71327,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD86862,"Administration, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT ADMINISTRATION,Equipment and Capital Outlay,7538,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD86864,"Administration, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT ADMINISTRATION,Contractual,78515,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD86868,"Administration, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,12820,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CD911,"Unreserved Fund Balance Unappropriated",BALANCE SHEET,EQUITY - UNRESERVED,,,,126817,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM1001,"Real Property Taxes",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,REAL PROPERTY TAXES AND ASSESSMENTS,REAL PROPERTY TAXES,,23588,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,8811,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM8021,"Fund Balance - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,2318,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM8022,"Restated Fund Balance - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,2318,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM8029,"Fund Balance - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,8811,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM89891,"Other Home And Community Service-Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,MISCELLANEOUS COMMUNITY SERVICES,Personal Services,9575,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM89894,"Other Home And Community Service-Contr Exp",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,MISCELLANEOUS COMMUNITY SERVICES,Contractual,7520,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,CM911,"Unreserved Fund Balance Unappropriated",BALANCE SHEET,EQUITY - UNRESERVED,,,,8811,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX1030,"Special Assessments",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,REAL PROPERTY TAXES AND ASSESSMENTS,SPECIAL ASSESSMENTS,,4873,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,1714087,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX210,"Petty Cash",BALANCE SHEET,CURRENT ASSETS,,,,100,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2140,"Metered Water Sales",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,UTILITY FEES,,1853023,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2142,"Unmetered Water Sales",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,UTILITY FEES,,38100,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2144,"Water Service Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,UTILITY FEES,,47475,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2148,"Interest & Penalties On Water Rents",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,UTILITY FEES,,15291,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,75743,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2652,"Sales of Forest Products",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,43490,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2701,"Refunds of Prior Year's Expenditures",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,5386,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX2770,"Unclassified (specify)",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,4240,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX350,"Water Rents Receivable",BALANCE SHEET,CURRENT ASSETS,,,,78376,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX370,"Special Assessments Receivable",BALANCE SHEET,CURRENT ASSETS,,,,41398,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX380,"Accounts Receivable",BALANCE SHEET,CURRENT ASSETS,,,,11061,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX3960,"State Aid Emergency Disaster",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - PUBLIC SAFETY,,1062,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX410,"Due From State And Federal Government",BALANCE SHEET,CURRENT ASSETS,,,,6487,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX4960,"Fed Aid, Emergency Disaster Assistance",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - PUBLIC SAFETY,,6384,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,17909,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX601,"Accrued Liabilities",BALANCE SHEET,LIABILITIES,,,,13629,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX630,"Due To Other Funds",BALANCE SHEET,LIABILITIES,,,,84819,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX691,"Deferred Inflow of Resources",BALANCE SHEET,DEFERRED INFLOWS,,,,40514,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX8021,"Fund Balance - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,1554938,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX8022,"Restated Fund Balance - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,1554938,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX8029,"Fund Balance - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,1694638,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX821,"Reserve For Encumbrances",BALANCE SHEET,EQUITY - RESERVED,,,,1657,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX83101,"Water Administration, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,UTILITIES,WATER,Personal Services,577237,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX83102,"Water Administration, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,UTILITIES,WATER,Equipment and Capital Outlay,63592,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX83104,"Water Administration, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,UTILITIES,WATER,Contractual,681525,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX90108,"State Retirement, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,RETIREMENT - STATE/LOCAL,Employee Benefits,12773,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX90308,"Social Security, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,SOCIAL SECURITY,Employee Benefits,43488,2023-12-29
1998,250240000000,City of Oneida,City,Madison,12/31,FX90408,"Workers Compensation, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,WORKER'S COMPENSATION,Employee Benefits,9747,2023-12-29
